StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Prolific_ID,punishmore_1,punishmore_2,parsimony_1,parsimony_2,threestrikes_1,threestrikes_2,LWOP,deathpenalty,AttnCheck1,rates_1,rates_2,fear_1,fear_2,fear_3,AttnCheck2,dueprocess_1,dueprocess_2,dueprocess_3,uncertain_1,uncertain_2,uncertain_3,uncertain_4,hate_1,hate_2,hate_3,anger_1,anger_2,exclusion_1,exclusion_2,exclusion_3,degrad_1,degrad_2,degrad_3,suffer_1,suffer_2,prisonvi_1,prisonvi_2,harsh_1,harsh_2,harsh_3,revenge_1,revenge_2,revenge_3,rwa_1,rwa_2,rwa_3,rwa_4,rwa_5,sdo_1,sdo_2,sdo_3,sdo_4,sdo_5,sdo_6,sdo_7,sdo_8,venge_1,venge_2,venge_3,venge_4,venge_5,vprone_1,vprone_2,vprone_3,vprone_4,Raceresent_1,Raceresent_2,Raceresent_3,Raceresent_4,TV_1,TV_2,TV_3,TV_4,TV_5,TV_6,TV_7,TV_8,TV_9,Sentence_1,Sentence_OpenEnd1,Sentence_OpenEnd2,age_1,gender,race,education,politid,feedback
2025-12-03 01:33:38,2025-12-03 01:53:15,0,97.154.69.212,100,1177,1,2025-12-03 01:53:15,R_84Mlw5GN797qIO5,,,,,32.799,-96.956,anonymous,EN,0.8999999761581421,646bf9533847a5cbaac4825c,1,5,1,5,1,1,7,4,9,7,7,5,5,5,4,7,7,1,4,1,4,1,4,1,6,7,7,7,7,7,4,7,7,4,7,4,6,7,2,7,1,6,2,7,7,1,7,7,1,1,7,7,2,1,6,6,7,1,1,1,7,5,4,4,1,4,1,4,4,5,2,3,2,2,3,4,2,2,50,"Darryl does not seem like a person that can be rehabilitated in our system, even if we had such a system. He absolutely can not be trusted and should be behind bars for life. If he killed once for any reason other than war, he will kill again. ","I'm hoping it will accomplish a complete removal of the criminal from our society, so that he can not kill again! If he killed once, there would never, ever be any certainty that he won't kill again. ",63,2,1,6,6,"This is a fascinating study. We can't go soft on crime. These people are almost guaranteed to be repeat offenders. Thank you so much. "
2025-12-03 01:42:34,2025-12-03 01:54:03,0,69.254.187.186,100,688,1,2025-12-03 01:54:04,R_6kY1SZMckU0C6Pi,,,,,31.1498,-85.369,anonymous,EN,1,654e20c7db82288d74898c8f,5,1,1,6,1,1,3,2,9,5,2,6,2,2,4,2,7,2,4,5,3,1,4,4,4,3,2,3,3,2,6,5,1,1,2,6,7,1,7,2,2,3,4,1,1,6,1,3,1,1,7,7,5,4,4,6,5,1,3,2,5,1,1,1,1,5,2,3,4,7,2,1,1,2,1,7,1,1,30,"It is a long sentence that recognizes the severity of the crime. In this case, it appears some rehabilitation is possible so a chance at life outside is preserved. ","Honoring the value of the life of the victim. ",64,2,1,5,2,
2025-12-03 01:44:25,2025-12-03 01:54:07,0,174.206.33.80,100,581,1,2025-12-03 01:54:07,R_7shswFznjs2hfvC,,,,,36.59,-79.87,anonymous,EN,1,5c28e72c0091e40001ca5cb1,6,2,2,5,5,3,5,5,9,3,3,3,3,5,4,5,5,3,3,5,4,1,2,3,2,3,4,5,5,3,5,3,2,3,3,3,5,4,4,3,3,3,6,3,1,6,3,2,3,5,6,4,5,4,4,5,5,2,2,3,6,6,2,4,3,7,4,5,3,7,2,2,2,2,2,6,1,2,50,"He was already committing crimes then he intentionally beat a man to death. He was comfortable enough with violent crime, I'd be worried he'd do it to others.",I hope this sentence would keep him away from other individuals and keep them safe from violent crimes.,31,2,1,5,4,
2025-12-03 01:36:20,2025-12-03 01:54:54,0,45.134.95.25,100,1113,1,2025-12-03 01:54:54,R_6q2SwXZ2uKNT2tu,,,,,37.751,-97.822,anonymous,EN,1,680d155019b77b986ff85126,4,2,6,6,2,2,5,4,9,5,5,6,3,2,4,4,7,1,1,3,2,1,5,1,4,5,5,5,5,5,5,5,5,5,5,2,5,4,3,4,5,2,5,6,6,2,6,6,1,2,6,6,1,1,6,6,6,2,2,2,6,2,1,1,1,7,1,2,7,6,5,5,5,6,5,7,4,4,35,"because Darryl repeatedly assaulted Frankie, violated a restraining order, chased her, and caused her death, showing extreme violence, disregard for law, and a clear danger to others.","This sentence protects the public, holds Darryl accountable, deters similar crimes, emphasizes domestic violence seriousness, and ensures justice for Frankie by reflecting the severity and intentionality of his violent actions.",66,2,1,6,7,
2025-12-03 01:41:41,2025-12-03 01:56:40,0,209.74.123.237,100,898,1,2025-12-03 01:56:40,R_5oF2xiTIdfGJkKf,,,,,42.4998,-85.4081,anonymous,EN,0.8999999761581421,62694f79608ed29b7af936b1,1,1,1,1,3,3,7,7,9,5,5,5,1,1,4,5,6,1,5,3,6,1,4,1,2,5,5,4,5,3,5,3,2,1,5,3,5,5,4,4,2,2,6,1,1,1,1,4,1,1,7,6,1,1,6,7,6,1,1,1,6,7,4,6,6,5,4,5,5,6,4,3,3,3,3,5,6,2,38,He intentionally hurt this man hes already a criminal put him in jail for the rest of his life no more crime,keep him off the streets and no commit more crimes,58,2,1,2,7,none
2025-12-03 01:38:19,2025-12-03 01:58:50,0,47.184.61.24,100,1231,1,2025-12-03 01:58:51,R_7uBxaJW7F4MOChE,,,,,33.0036,-96.8834,anonymous,EN,1,6446b4a6eb2ba64c1505307d,6,2,5,7,1,1,4,3,9,4,1,7,2,2,4,3,6,2,4,5,2,2,4,4,4,5,5,4,3,4,5,4,1,3,3,4,5,5,5,2,3,3,3,3,2,5,4,3,3,3,6,5,2,2,2,2,3,3,4,3,5,5,3,3,3,5,3,2,5,6,5,6,6,4,5,6,2,3,25,It is a violent and over the top crime for nefarious purpose of concealing another crime,Deter future criminal and remove a threat to society to then be rehabilitated,28,1,1,4,4,
2025-12-03 01:35:57,2025-12-03 01:59:03,0,223.29.157.147,100,1386,1,2025-12-03 01:59:04,R_715cvzMDPo2dIbI,,,,,37.751,-97.822,anonymous,EN,0.800000011920929,67f015260f679212b3c34caa,3,3,4,7,7,1,6,7,9,5,6,4,1,3,4,3,7,1,4,1,1,1,4,4,5,7,7,7,6,5,6,5,3,3,3,7,7,2,5,4,4,5,5,5,7,1,3,4,1,1,7,7,1,1,7,7,5,3,4,2,4,6,2,7,1,7,4,5,5,7,1,5,1,7,1,7,1,1,30,I recommend 30 years in jail because he needs to learn his lessons that it is not justified to rob someone if you don't have a job,"I hope this sentences helps him reflect on his life and learns than he can look for a legal job over and over, it's okay to start over multiple times in life",48,2,1,5,5,
2025-12-03 01:46:08,2025-12-03 02:00:38,0,86.109.85.214,100,870,1,2025-12-03 02:00:39,R_3W3trFeRc26qMNz,,,,,35.2945,-78.0283,anonymous,EN,1,67e3281497a9f68c5c7ff062,3,1,4,3,2,3,2,1,9,3,3,5,4,5,4,4,5,3,6,3,3,3,1,3,2,2,3,3,2,3,3,5,1,2,3,3,3,5,3,4,4,3,4,5,3,5,5,3,4,7,4,6,3,6,5,3,4,5,6,4,6,6,6,5,2,3,3,5,5,6,5,6,5,4,6,7,6,7,30,He was responsible for William's death.,Molding Darryl's behaviors.,49,1,1,5,5,No comment
2025-12-03 01:34:06,2025-12-03 02:02:04,0,86.109.83.211,100,1677,1,2025-12-03 02:02:04,R_6fjyWHlpUsvoFx7,,,,,37.8117,-80.4434,anonymous,EN,1,67ef2f55ca232fac2ad48365,4,5,4,7,7,6,4,6,9,6,6,5,1,1,4,5,5,4,4,2,1,1,2,2,2,2,2,2,2,3,4,2,4,4,6,2,6,5,3,6,6,5,6,3,3,4,5,6,5,5,5,5,5,4,5,5,4,4,5,4,5,4,4,1,1,6,1,1,5,6,2,2,6,6,4,7,4,6,50,His conduct amounts to second degree and the probability of repeating the same is higher,Saving other innocent lives from falling into the same,37,2,2,4,6,good study
2025-12-03 01:25:03,2025-12-03 02:04:22,0,45.134.95.234,100,2359,1,2025-12-03 02:04:23,R_67eguxoXcVDYY5K,,,,,37.751,-97.822,anonymous,EN,1,67ace31300abf1fb686b8ce1,2,6,1,3,7,6,7,7,9,6,6,4,4,4,4,6,4,6,4,5,4,2,7,1,7,7,7,7,7,7,1,7,7,7,7,1,2,6,2,6,6,6,6,6,6,3,7,7,6,6,2,7,7,6,2,3,4,4,5,3,5,6,2,7,4,1,7,7,2,6,3,6,3,6,4,7,5,2,50,"50 yrs sentence is well justified because Darryl repeatedly abused Frankie, violated a restraining order, and escalated his violence until it caused her death, showing extreme disregard for her life and for the law. This sentence aims to protect the public, hold him fully accountable, and deter similar acts of domestic violence.",I hope this sentence protects the public and shows that repeated domestic violence and ignoring court orders carry the strongest consequences.,25,2,1,4,7,no comments
2025-12-03 01:46:49,2025-12-03 02:05:51,0,32.220.93.123,100,1142,1,2025-12-03 02:05:52,R_6wn53YI0PSzy2uB,,,,,41.5312,-72.0875,anonymous,EN,1,5df861926aab7c5f659dfd85,4,1,3,6,1,1,2,1,9,4,3,6,3,2,4,2,7,4,2,2,4,1,2,6,4,5,1,1,2,2,7,1,1,1,1,6,5,1,7,1,1,4,1,1,1,2,1,1,1,1,7,7,4,1,6,7,7,1,2,1,7,1,1,1,1,6,1,2,7,5,4,6,1,2,1,4,1,1,30,"The crime he committed was severe and brutal, and should be punished by a long time in jail.",I don't think it will accomplish anything other than to punish the perpetrator and remove him from the streets for some time.,57,2,1,4,2,
2025-12-03 01:45:35,2025-12-03 02:06:16,0,174.30.17.60,100,1240,1,2025-12-03 02:06:16,R_6oOZmRxYoRSzhf3,,,,,37.9475,-91.7636,anonymous,EN,1,675f58e13946fe2bb772e10d,6,3,3,5,2,2,4,3,9,5,6,3,5,3,4,6,3,5,3,3,4,2,2,5,3,3,4,4,3,4,3,4,6,3,3,5,4,2,5,2,5,4,7,2,2,6,1,3,2,2,7,5,4,3,5,6,5,5,5,4,2,6,2,6,1,5,3,3,6,6,3,2,4,3,4,5,4,4,0,"I'm honestly not sure what sentence he should get, I feel conflicted. For some reason I feel inclined to not give him anything as I think Frankie was the bigger detriment to society.","I don't think a prison term would accomplish much here, this would be a great place for some other government sponsored program designed to actually rehabilitate people.",23,1,1,2,4,
2025-12-03 01:51:57,2025-12-03 02:07:18,0,172.117.205.201,100,920,1,2025-12-03 02:07:18,R_3KvaVGmLzf92xbK,,,,,34.0481,-118.2531,anonymous,EN,1,5bb58e338f3bd70001e5df57,7,1,3,7,2,1,1,2,9,6,4,6,2,2,4,2,7,2,5,3,2,1,1,6,1,2,4,2,1,2,7,2,1,1,1,5,6,1,7,1,1,2,4,1,2,7,1,1,1,1,7,7,1,1,7,7,7,1,1,1,7,4,1,1,2,7,1,1,7,7,4,7,6,4,6,7,4,6,10,i would hope he could get rehabilitated in that amount of time,rehabilitation and maybe an entry back into the world,48,1,1,2,1,"i thought it was an interesting study on prisons and capital punishment "
2025-12-03 01:35:59,2025-12-03 02:08:42,0,76.230.242.102,100,1963,1,2025-12-03 02:08:43,R_3HJIHHi6QatATdv,,,,,34.1531,-118.4296,anonymous,EN,1,607ec28e6a0bde56a9d69ddc,5,3,2,5,2,1,6,1,9,5,4,7,2,1,4,3,7,1,2,2,5,1,3,1,4,4,5,5,3,5,6,6,1,1,1,7,6,1,7,3,1,2,5,3,5,7,3,6,1,1,7,7,1,1,7,7,6,1,3,1,2,3,1,5,1,3,7,7,1,7,5,7,1,6,5,6,1,1,30,"Murder is a serious crime, and in this case the entire encounter escalated very quickly. Darryl is an unstable person and poses a danger to society, regardless of his misfortune. An innocent woman was killed. This man acted as a predator and must be removed from the streets,",Just keeping him away from the rest of society for that long would prevent him from hurting others. And the sentence itself sends a message that this kind of crime has a heavy consequences.,61,1,1,6,5,
2025-12-03 01:56:07,2025-12-03 02:10:40,0,81.161.4.124,100,872,1,2025-12-03 02:10:40,R_3REgOvoxbcGuiVb,,,,,40.7662,-74.0178,anonymous,EN,1,678ac420198b4772d95163a3,4,4,3,5,5,4,6,5,9,5,5,5,3,3,4,5,6,4,3,3,4,1,5,3,5,5,5,5,4,5,5,5,4,5,4,4,5,4,5,4,5,5,4,5,5,4,5,5,3,3,3,6,3,3,6,6,5,3,4,3,5,5,4,5,5,6,4,4,6,6,3,6,5,5,4,5,3,6,25,"He had a restraining order presented to him and he defaulted it, and went ahead to cause her death",I hope this sentence reforms him,41,1,1,4,5,
2025-12-03 01:53:05,2025-12-03 02:16:16,0,95.135.180.250,100,1390,1,2025-12-03 02:16:17,R_6ibv6jF6K9qb5HT,,,,,39.0469,-77.4903,anonymous,EN,0.8999999761581421,6673a9c76ee756c94bd7a893,5,6,5,3,5,3,5,4,9,6,5,5,5,4,4,5,6,5,6,5,5,5,6,5,6,5,6,6,6,6,5,5,6,6,5,5,6,6,5,6,5,5,4,6,5,6,5,5,6,5,4,6,6,4,5,5,5,6,6,5,6,6,3,6,5,6,6,6,5,6,5,6,6,5,4,6,5,6,30,I suggested 30 years because Darryl regularly mistreated Frankie and escalated violence resulting to her death. In order to safeguard society demonstrate responsibility and respect the victim suffering this extreme behavior calls for a harsh punishment.,"I hope that this sentence hold Darryl accountable for his violent act provides Frankie with justice shields society from additional harm, and emphasizes how terrible it is to violate restraining order and escalate violence.",45,1,1,6,7,I enjoy this
2025-12-03 01:55:43,2025-12-03 02:16:19,0,86.109.84.143,100,1235,1,2025-12-03 02:16:19,R_3mme5ysJj2mw451,,,,,35.2945,-78.0283,anonymous,EN,0.800000011920929,67e188720841b364cd463eaa,6,1,1,6,7,7,5,4,9,7,7,7,1,3,4,7,7,7,4,2,1,2,6,1,5,6,7,7,6,6,3,2,5,6,6,4,7,2,3,2,7,6,7,6,7,1,7,7,5,3,4,1,1,2,6,6,2,1,2,6,7,2,7,7,1,7,1,5,7,7,5,6,7,7,3,6,5,7,28,"I recommended this sentence because Darryl carried out a planned ambush, used extreme and unnecessary violence, and delivered a final kick after Frankie was already unresponsive. His actions showed a reckless disregard for human life and went beyond intimidation or self-defense. The severity and persistence of the beating justify a punishment near the upper end of the typical sentencing range.","This sentence should hold Darryl fully accountable for causing Frankie’s death, deter others from using violence to silence suspected informants, and protect the community from further harm. It aims to deliver proportional justice by imposing a serious consequence without equating the crime to premeditated murder.",56,2,1,6,2,
2025-12-03 02:00:49,2025-12-03 02:18:16,0,172.56.64.123,100,1047,1,2025-12-03 02:18:17,R_1mw8VtsvBXlkJ1g,,,,,33.7838,-84.4455,anonymous,EN,0.8999999761581421,67e5ebfad8af26b1bb60e460,3,6,3,3,6,4,7,7,9,5,4,5,4,4,4,2,5,7,4,3,5,3,5,4,2,5,6,6,6,3,4,3,3,4,5,5,6,3,5,3,3,3,7,6,6,3,5,5,6,7,1,3,5,7,3,5,6,3,4,3,5,4,2,6,2,7,3,3,6,7,3,4,4,5,3,7,2,3,30,"I chose 30 years because the attack was planned, extremely violent, and far beyond what any provocation could justify.","I hope it hold Darryl fully accountable, protects the public from similar violence.",75,2,1,6,5,
2025-12-03 02:07:37,2025-12-03 02:24:51,0,73.237.152.187,100,1033,1,2025-12-03 02:24:51,R_594cqnTKBrXkzyV,,,,,34.0034,-84.4605,anonymous,EN,1,65e7795d1685521fd01bd49a,5,2,3,4,2,1,2,1,9,6,4,3,4,3,4,5,6,3,4,2,4,3,4,3,4,5,5,3,4,4,5,5,3,3,4,6,6,3,6,3,3,3,4,2,2,7,3,3,2,4,7,4,3,3,7,7,4,2,2,2,5,2,3,1,1,5,3,4,4,6,6,4,1,4,1,5,1,1,20,"He needs help -or, at the very least, to be away from other, members of the general public whom he could/probably would hurt. *There is no mention of possible or early parole in this instance - and one whatsoever of any possible rehab - which I think are important factors.","Not much, except to get him away from the general public.",63,2,1,5,2,"There is (deliberately?) no mention in this survey of treatment, rehab, education, job training, life skills training, or possible parole scenarios in this study - which I think are the most important aspects of prison + criminal reform; therefore, most of my answers felt incomplete and too limiting to me."
2025-12-03 02:17:16,2025-12-03 02:30:11,0,75.138.43.148,100,774,1,2025-12-03 02:30:11,R_3uBR15JA3Bx06Cl,,,,,32.9144,-85.941,anonymous,EN,1,610a151c96de07b15f28c8cb,3,4,1,3,5,2,3,7,9,5,5,4,2,3,4,4,6,2,1,2,5,1,2,2,6,5,5,4,6,3,4,4,2,6,4,5,5,2,5,5,3,4,6,3,4,3,4,4,6,6,2,2,7,6,4,4,5,2,4,2,6,6,6,5,1,2,6,7,1,6,2,2,6,1,6,4,6,1,40,His actions were way too violent for the situation.,Keeping him off the streets.,62,1,1,2,6,
2025-12-03 02:07:36,2025-12-03 02:31:52,0,154.7.225.199,100,1456,1,2025-12-03 02:31:53,R_7JDW8ektB9zBuw9,,,,,39.0469,-77.4903,anonymous,EN,1,67dc87a203686ea94ff1bc57,4,6,2,3,6,5,6,6,9,5,5,4,5,4,4,5,5,4,6,5,4,2,6,2,5,6,6,3,5,4,3,3,5,5,5,3,6,5,5,5,5,6,3,5,6,5,5,6,6,5,3,3,6,5,3,3,3,4,5,5,3,4,5,5,3,3,6,6,3,4,5,6,6,6,5,6,5,6,35,Taking an innocent human life is a huge crime for me and he must serve in prison for long,To deter people from repeating similar situations in the community,59,1,1,6,6,N/A
2025-12-03 01:58:08,2025-12-03 02:32:57,0,24.9.128.2,100,2089,1,2025-12-03 02:32:58,R_3OGRJU0bffh3nIR,,,,,39.7067,-104.9694,anonymous,EN,1,644b1e452a0061d713dcbf4a,2,5,2,5,4,2,5,5,9,5,3,4,2,2,4,5,6,5,5,3,5,2,4,2,6,5,3,5,5,5,3,5,3,3,5,2,3,3,5,4,5,5,4,4,3,5,5,5,5,5,5,3,5,5,4,5,5,3,5,3,5,4,2,4,2,5,5,5,5,6,4,6,4,2,4,5,4,4,30,"It's the maximum given by judges for similar charges in most cases. Also, he doesn't seem like someone who could be rehabilitated.",To remove him from society to prevent further crimes.,51,1,3,5,3,
2025-12-03 02:06:33,2025-12-03 02:35:58,0,223.29.141.171,100,1764,1,2025-12-03 02:35:58,R_5VvGyydJAx6nxct,,,,,37.751,-97.822,anonymous,EN,0.8999999761581421,67819f666062825529fe313e,1,7,1,4,4,2,7,7,9,7,7,5,1,3,4,7,7,4,1,1,1,1,7,1,7,7,7,7,7,7,4,7,2,1,1,7,7,1,7,2,1,7,4,7,4,7,7,7,1,1,7,7,1,1,7,7,6,2,2,1,6,1,1,7,1,7,1,1,7,7,4,7,3,7,3,6,6,5,50,"`Because Darryl was then one who made Frankie to ran out of the house to save herself. ",For Frankie to get justice.,32,1,4,5,2,
2025-12-03 02:35:41,2025-12-03 02:44:39,0,73.195.235.44,100,538,1,2025-12-03 02:44:40,R_61ozWR6UjHyh38L,,,,,40.5555,-74.2855,anonymous,EN,0.8999999761581421,5c2ab2de9136140001b90737,4,1,3,7,1,1,1,1,9,4,3,6,1,1,4,1,7,1,1,5,1,1,1,5,2,2,4,1,3,1,6,2,1,2,5,7,7,1,7,1,5,5,2,1,1,6,1,1,1,1,7,7,1,1,7,7,6,1,1,2,5,2,1,1,1,7,1,1,7,5,3,3,1,3,1,6,1,1,50,Darryl is a violent man who has no respect for the life of others.,Prevent another death or serious harm to another.,62,2,1,4,1,no comments
2025-12-03 02:23:27,2025-12-03 02:45:19,0,174.102.134.92,100,1312,1,2025-12-03 02:45:20,R_1buC634UUMmM3M5,,,,,43.0788,-88.2729,anonymous,EN,1,5ffe235ea848b74a3b3ccd07,3,4,1,5,4,4,7,7,9,5,4,5,2,1,4,3,7,3,1,2,4,1,7,1,7,7,7,7,7,5,3,7,4,6,7,4,6,5,4,4,7,6,4,3,4,4,4,7,3,4,7,4,4,3,5,5,4,5,5,5,3,1,2,3,3,5,4,4,4,5,2,5,5,3,6,4,1,1,40,Darryl is a criminal who is obviously willing to use extreme amounts of violence wherever it's convenient and sentencing him to 40 years only seems fair. He needs be locked up for a long time so he won't hurt anyone else. He also needs to be punished thoroughly and assuming he lived out the full 40 years it's a significant punishment that mirrors what he did somewhat adequately. It may not be a life sentence but it's fairly close.,"It'll ensure that Darryl cannot harm anyone else. Nobody will have their life forfeit due to what some thug does in the heat of the moment. It also sets an example to some degree, hopefully deterring future potential thugs from engaging in such behavior. While this type of deterrence isn't going to work on every potential criminal, it may on a few and hopefully that'll save some additional lives. In the end, removing this ""person"" from society is a net benefit for everyone.",41,1,1,5,4,I didn't have any issues -- thanks.
2025-12-03 02:36:33,2025-12-03 02:46:02,0,108.53.97.117,100,569,1,2025-12-03 02:46:02,R_1kLd257ncD7iniJ,,,,,40.0923,-74.2252,anonymous,EN,1,60d76140337e60ae26f7fce9,4,6,3,5,7,1,3,5,9,7,4,6,4,2,4,5,5,2,3,5,6,2,4,3,5,5,5,5,5,5,6,6,4,3,4,4,5,4,6,2,5,5,6,5,1,6,5,5,6,1,6,6,6,6,2,2,6,2,3,2,6,5,1,5,5,5,6,6,3,5,5,2,3,2,5,5,2,2,30,it wasnt caused completely on purpose and the murder wasnt premeditated but either way he should be sent to prison for a long time,that he will no longer pose a threat to people,46,1,1,3,5,
2025-12-03 02:25:03,2025-12-03 02:48:42,0,223.29.141.44,100,1418,1,2025-12-03 02:48:42,R_5ImXC89u7B1RHLy,,,,,37.751,-97.822,anonymous,EN,0.8999999761581421,6788d3955e9c0345fd53cc36,5,6,1,6,6,1,5,5,9,5,5,4,5,5,4,4,7,1,4,3,2,1,4,3,4,6,6,5,5,6,4,6,4,5,5,6,7,4,5,5,3,6,5,6,4,4,6,7,5,4,3,6,2,3,7,7,5,1,3,3,5,3,5,2,3,4,4,4,3,7,2,4,3,4,5,6,5,4,40,"Although Darryl might have been under the influence of some level of Alcohol, It doesn't dispute the fact that he caused the death of Frankie who had previously gotten a restraining order against him. He should be sentenced with second degree murder spanning 40 years in my opinion because his violent act caused the death of another.",This will make others know how wrong and the punishment that follows murder that was caused by violence against another person,25,2,1,6,3,
2025-12-03 02:41:18,2025-12-03 02:52:42,0,45.147.159.174,100,683,1,2025-12-03 02:52:42,R_6IXLViwTu2Uhlyc,,,,,39.7491,-104.9945,anonymous,EN,1,67e33a79585fd96d9a47f84a,4,5,2,6,1,1,6,4,9,5,6,5,1,1,4,6,4,4,6,3,4,2,6,1,6,6,6,6,6,6,1,6,7,5,6,4,6,4,1,4,6,6,7,6,6,6,4,6,6,6,4,2,6,6,2,3,6,5,5,6,5,4,1,6,1,6,4,6,7,6,5,5,5,7,5,5,5,5,50,it is not acceptable to takeaway someone life,"it will teach him a lesson ",67,2,1,6,5,
2025-12-03 02:40:43,2025-12-03 02:53:54,0,24.102.167.96,100,790,1,2025-12-03 02:53:54,R_6NGTCEFuGZr0i77,,,,,41.1695,-75.8774,anonymous,EN,1,612962f44f151ddfd0298c52,1,7,1,1,7,5,7,7,9,7,6,1,5,6,4,7,5,3,6,7,7,1,5,1,7,6,7,6,7,2,5,6,6,6,6,3,6,6,4,6,4,3,3,7,5,4,7,7,7,7,4,6,7,7,3,4,6,1,3,2,7,6,6,7,5,1,7,7,1,7,6,6,5,4,5,7,2,5,40,"We need to be tough on crime especially murder, if people see that they will spend the rest of their lives in jail they won't kill.",I hope it will send a message to others and prevent future murders,65,1,1,3,6,it was a very interesting study
2025-12-03 02:07:34,2025-12-03 02:57:19,0,86.109.83.34,100,2985,1,2025-12-03 02:57:20,R_7zDalvmZxNfKDBT,,,,,37.8117,-80.4434,anonymous,EN,1,67628abfa461bc8ff539c320,3,5,2,5,5,4,7,5,9,6,7,1,5,4,4,5,4,3,5,3,4,1,5,2,5,6,6,6,5,7,2,5,6,5,3,4,5,4,5,3,5,5,4,5,5,3,3,5,2,3,6,7,2,2,6,6,3,2,2,2,2,4,2,4,1,3,3,4,5,6,4,6,6,6,6,3,4,5,33,Frankie died as a direct result of Darryl’s violent conduct. The harm here is irreversible and tragic.,"A 32 year sentence allows for the possibility that Darryl can eventually age out of violent behavior, receive counseling, gain education, and potentially reenter society at an advanced age with far lower risk of reoffending.",35,1,1,6,5,None
2025-12-03 02:44:03,2025-12-03 02:58:32,0,72.212.115.43,100,868,1,2025-12-03 02:58:32,R_1elvu7Cs1CTudjI,,,,,33.6819,-112.0996,anonymous,EN,1,5a9a6f5f35237b000112920f,4,1,2,7,1,1,1,2,9,5,4,4,4,2,4,1,7,1,1,1,2,1,4,4,1,4,6,6,4,1,7,2,1,1,4,6,7,2,7,1,1,1,7,1,1,7,1,1,2,1,7,7,1,1,7,7,7,1,1,1,7,2,1,1,1,5,1,1,5,7,2,2,4,2,7,4,1,4,15,"I feel 15 years is a really long time in jail. If you gonna put someone away for 20-30 or more years then why even let them out. They might as well get life. ",Hopefully he will be a changed man in some ways and hopefully regret and fell sorry for what he did. It seems he was desperate and aggravaged and lost and let his emotions and feeling and nerves get the best of him. Maynbe he can get help  in a bunch of different ways. People need to help each oth ernot hurt and punich each other,58,2,1,2,2,Not everything is black and white and it's hard to give a definate answer because every one is different. People commit crimes for mamy different reasons andeveryone should have different ways of being puniched not just fall within a number of years in prison. That's ridiculous
2025-12-03 02:09:26,2025-12-03 03:02:25,0,223.29.144.75,100,3178,1,2025-12-03 03:02:25,R_7CQ8w19UxIJfILG,,,,,37.751,-97.822,anonymous,EN,1,67ace9b8a3dada8f64274fd7,4,4,3,5,5,5,4,4,9,7,5,4,5,4,4,5,6,4,3,2,4,1,3,3,4,3,4,4,4,4,3,4,4,5,5,5,4,4,4,3,3,5,5,5,7,1,4,5,4,4,6,7,4,4,7,7,6,1,2,3,7,1,4,5,1,3,4,6,4,7,2,3,2,4,5,4,2,2,50,He has always been abusive he being drunk was not the cause,Teach people to not abuse others,34,2,1,6,4,"no comments "
2025-12-03 02:52:24,2025-12-03 03:05:24,0,104.229.249.142,100,780,1,2025-12-03 03:05:25,R_6eUSoPGUEq4RG2a,,,,,43.093,-78.9635,anonymous,EN,1,6332274d72eff2df47171a78,5,2,2,5,1,1,3,1,9,3,3,6,1,1,4,2,7,1,4,2,4,1,2,4,3,4,3,3,4,2,5,4,3,2,2,4,6,2,5,3,1,2,3,3,1,7,2,3,2,1,7,6,2,1,6,6,6,2,2,1,6,3,1,1,1,6,1,2,6,6,1,1,1,1,1,2,1,6,25,"I think 30 to life is too harsh for just about anything, but he did cause someone's death. There should be some consequences. ","Some justice for Frankie's family, and maybe rehabilitate Darryl.",51,1,1,2,4,"This was fine. A difficult topic, but everything ran well."
2025-12-03 02:50:18,2025-12-03 03:08:04,0,223.29.140.81,100,1066,1,2025-12-03 03:08:05,R_7hR0QKEXjrCoUbF,,,,,37.751,-97.822,anonymous,EN,0.8999999761581421,62fd0bc538d70b87550691f7,4,7,4,4,4,3,6,1,9,5,4,7,1,1,4,4,6,5,6,6,4,1,4,4,5,5,6,6,5,6,5,6,4,4,4,5,6,2,5,3,4,5,4,6,6,2,6,6,5,4,4,4,4,4,4,7,6,4,4,1,7,4,4,6,4,4,4,4,4,6,5,6,6,6,5,6,6,6,28,"I recommended 28 years because it reflects the seriousness of taking a life during a violent, reckless assault while accounting for the crime’s lack of premeditation and Darryl’s difficult personal circumstances.","I hope this sentence brings a sense of justice for Frankie's death, deters violent crime, protects the public, and allows for Darryl’s eventual rehabilitation, balancing accountability with mercy.",62,1,2,6,1,"None "
