"Progress","Duration..in.seconds.","Finished","ResponseId","Q_RecaptchaScore","Prolific_ID","punishmore_1","punishmore_2","parsimony_1","parsimony_2","threestrikes_1","threestrikes_2","LWOP","deathpenalty","AttnCheck1","rates_1","rates_2","fear_1","fear_2","fear_3","AttnCheck2","dueprocess_1","dueprocess_2","dueprocess_3","uncertain_1","uncertain_2","uncertain_3","uncertain_4","hate_1","hate_2","hate_3","anger_1","anger_2","exclusion_1","exclusion_2","exclusion_3","degrad_1","degrad_2","degrad_3","suffer_1","suffer_2","prisonvi_1","prisonvi_2","harsh_1","harsh_2","harsh_3","revenge_1","revenge_2","revenge_3","rwa_1","rwa_2","rwa_3","rwa_4","rwa_5","sdo_1","sdo_2","sdo_3","sdo_4","sdo_5","sdo_6","sdo_7","sdo_8","venge_1","venge_2","venge_3","venge_4","venge_5","vprone_1","vprone_2","vprone_3","vprone_4","Raceresent_1","Raceresent_2","Raceresent_3","Raceresent_4","TV_1","TV_2","TV_3","TV_4","TV_5","TV_6","TV_7","TV_8","TV_9","Sentence_1","Sentence_OpenEnd1","Sentence_OpenEnd2","age_1","gender","race","education","politid","feedback","vignette","response_order","X","X.1","X.2","punishmore_1_R","parsimony_1_R","parsimony_2_R","hate_2_R","degrad_1_R","prisonvi_1_R","prisonvi_2_R","harsh_2_R","fear_1_R","rwa_3_R","sdo_3_R","sdo_4_R","sdo_7_R","sdo_8_R","venge_1_R","venge_5_R","Raceresent_1_R","Raceresent_4_R","dueprocess_2_R","Sentence_z","punishmore_comp","parsimony_comp","threestrikes_comp","punitiveness_8item","punitiveness_8item_z","punitiveness_agg","crime_rates_comp","fear_comp","crime_concerns_agg","hatred_comp","anger_comp","emotions_agg","exclusion_comp","degradation_comp","suffering_comp","prisonvi_comp","harsh_comp","revenge_comp","hostile_agg","rwa_comp","sdo_comp","venge_comp","vprone_comp","raceresent_comp","bloodsports_comp","personality_agg","dueprocess_comp","uncertain_comp","process_agg","political_group"
100,713,1,"R_7nVltpVzaIfHb9J",0.800000012,"66971f1f9181bdc85972b84d",2,4,2,2,4,1,7,6,9,5,5,7,5,1,4,2,7,3,4,1,2,1,5,3,5,5,5,5,5,4,3,5,4,5,5,5,7,2,5,3,5,5,7,1,1,7,3,5,1,1,7,7,1,1,7,7,7,3,5,3,7,5,1,1,1,7,1,1,7,7,4,4,1,4,4,6,1,4,25,"Murder is murder. This is not nuanced enough to be giving a light sentence. He assaulted someone and that can almost always result in death if one thing goes wrong. So I do not feel bad for anyone murdering someone unless it was a complete freak accident in which no party was assaulting each other. ","He needs to reflect on whether this was worth it or not. We need to sentence murderers for long periods of time for the sake of the families affected and to protect our future generations from any harm. If the topic was more nuanced, I wouldn't have such a black and white view of this but murder is murder.",31,1,1,2,1,"The study was great. Loaded fast, made sense, and wasn't confusing. I don't have any notes other than to thank you for the opportunity!",1,259,NA,NA,NA,6,6,6,5,5,3,1,3,1,1,1,1,1,1,1,1,1,1,1,-0.747647516695901,5,6,2.5,5,0.757767991989468,0.00506023764678332,5,2.33333333333333,3.4,5,5,5,4.66666666666667,4.66666666666667,5,2,2.66666666666667,5.66666666666667,4.1875,2.2,1,2.6,2,1,2.5,1.8,2,2,2,"Liberal"
100,681,1,"R_7aqSddkg8vAKLZk",1,"676325864a29c405dab887a0",6,2,2,6,1,1,1,1,9,3,3,6,2,2,4,2,7,2,2,2,3,1,3,3,2,4,2,2,2,4,4,5,2,3,1,4,6,2,7,1,1,1,3,1,1,7,1,1,1,2,7,7,6,1,7,7,4,3,3,2,3,3,1,1,1,7,1,1,7,6,1,5,3,4,5,5,1,1,20,"he took someone's life in the act of another crime. punishment needs to be harsh. ","it will get a murderer off the street and show people that such acts will not be tolerated.",56,1,1,4,2,"",1,258,NA,NA,NA,2,6,2,5,4,4,2,1,2,1,1,1,1,1,4,5,1,1,1,-1.14487959387778,2,4,1,2,-1.62104798286354,-1.38296378837066,3,2,2.4,3.33333333333333,3,3.2,2.66666666666667,3.66666666666667,2,3,1.33333333333333,1.66666666666667,2.375,1,1.75,3.4,1.5,1,2.5,1.86666666666667,1.66666666666667,2,1.85714285714286,"Liberal"
100,809,1,"R_7N3Lq4lB42dfVoh",1,"63a9a8f2f098b7e45bd03721",3,4,1,5,1,1,3,5,9,6,5,7,3,3,4,4,7,3,3,1,3,1,2,4,2,4,5,3,5,1,7,1,3,5,2,7,4,1,7,1,5,2,4,2,5,3,3,5,1,1,7,7,1,1,7,7,7,1,1,1,7,1,1,4,2,5,2,2,5,7,4,7,1,1,1,1,1,1,25,"Clearly Darryl committed the actions that led to Frankie's death. He intended to cause a great deal of physical harm from the beating, and he planned it for no other reason than yo keep Frankie from testifying against him. There is nothing in the fact pattern out of the ordinary, so a sentence in the range of what is generally given would be appropriate.","The sentence takes Darryl out of society for a period of time so he cannot commit other crimes of violence. It sends a strong message that this type of behavior is not tolerated. Finally, it gives Darryl an opportunity to access to programs that might help him address his tendency toward criminal activity and violence.",71,1,1,6,5,"Very interesting study",3,257,NA,NA,NA,5,7,3,4,1,1,4,1,1,5,1,1,1,1,1,1,3,3,1,-0.701097983997598,4.5,5,1,3.625,-0.332522663151496,-0.516810323574547,5.5,2.33333333333333,3.6,2.66666666666667,4.5,3.4,3,1.66666666666667,3.5,2.5,1,3.66666666666667,2.5,4,1,1,2,2.5,1,1.83333333333333,2.66666666666667,2,2.28571428571429,"Conservative"
100,1144,1,"R_3m8KhYl0UCXD3G1",0.699999988,"6788d82f8ec0422c248b737a",5,6,2,5,5,1,4,4,9,6,5,4,4,4,4,4,5,2,4,3,1,1,4,2,3,6,7,7,5,7,3,6,4,5,6,5,6,3,4,5,2,7,5,6,4,4,7,7,4,2,4,7,1,2,7,7,7,1,2,2,7,1,5,3,2,5,3,3,4,6,2,4,2,3,4,5,4,4,40,"Second degree murder is a serious crime and the details of the crime is so bad hence my recommendation","To teach others and to let the guilty know that murder is a serious crime with real serious consequence",37,2,1,6,2,"",3,256,NA,NA,NA,3,6,3,6,5,3,2,4,4,4,4,1,1,1,1,1,3,4,3,0.549687151772765,4.5,4.5,3,4,-0.0351706662948695,0.257258242738948,5.5,4,4.6,4.33333333333333,6.5,5.2,6.33333333333333,5,5.5,2.5,4,4.66666666666667,4.75,5.6,2,1.4,2.75,3.25,3.5,2.96666666666667,3,2.25,2.57142857142857,"Liberal"
100,1138,1,"R_51EQRkiljB7ymWO",1,"677e29646b0a2cf5eff174dc",5,6,2,5,5,1,5,5,9,5,5,4,4,4,4,4,4,1,4,3,3,1,5,1,5,6,6,7,6,7,2,7,4,4,6,4,5,4,2,6,7,6,6,7,4,3,7,7,5,4,5,7,2,2,7,7,7,1,2,2,7,1,3,1,1,5,4,3,3,7,1,4,2,2,5,6,2,4,45,"It was a very serious crime committed and should b dealt with in a serious way with consequences","I hope accomplish preventing others from committing a second degree murder with the kind of punishment and sentence",35,2,1,6,2,"",3,255,NA,NA,NA,3,6,3,7,6,4,3,6,4,5,3,1,1,1,1,1,3,5,4,0.966615530362886,4.5,4.5,3,4.25,0.163063998276215,0.56483976431955,5,4,4.4,5.66666666666667,6,5.8,6.66666666666667,5.66666666666667,5,3.5,5.33333333333333,6.33333333333333,5.5625,6,2.375,1.4,1.5,3.75,3.25,3,3,2.75,2.85714285714286,"Liberal"
100,694,1,"R_3TYSo0o6qLSllTc",1,"5ff07b5ee7a1d23e719e421e",3,3,2,6,3,3,5,5,9,6,5,5,2,2,4,5,7,2,3,3,5,1,4,3,4,5,6,5,5,5,4,4,2,4,5,4,6,3,5,4,4,5,3,4,6,4,5,5,4,1,7,7,6,6,4,4,6,1,1,1,7,3,1,2,2,3,4,4,4,2,2,1,1,5,2,5,1,1,30,"That was a very violent crime that Darryl committed against another human being. A life was taken for no reason, he deserves to have a high punishment. ","I would hope it gives him a lot of time to think of what he has done and that he changes his ways. ",71,2,1,3,5,"The study looks good as it is written. Thank you for allowing me to participate. ",2,254,NA,NA,NA,5,6,2,5,4,4,2,3,3,4,1,1,4,4,2,1,5,4,1,-0.592159099651104,4,4,3,4,-0.0351706662948695,-0.313664882972987,5.5,2.33333333333333,3.6,4.33333333333333,5.5,4.8,5,3.33333333333333,4.5,3,3.33333333333333,4,3.875,4.8,3.375,1.2,2,4.25,1.25,2.9,2.66666666666667,3,2.85714285714286,"Conservative"
100,865,1,"R_6A1h1UdVXjEgcVj",1,"63be7173226d9b8c566ddd44",1,6,1,4,7,4,7,7,9,7,7,4,2,1,4,7,4,5,7,6,4,1,6,1,7,7,6,7,6,4,1,4,6,7,7,1,7,4,1,4,6,7,7,4,7,1,5,7,6,3,4,7,4,4,4,7,4,4,7,4,3,4,7,6,1,6,1,1,7,7,7,4,2,5,3,5,3,4,30,"Darryl intentionally attacked Frankie. He had intended to seriously harm him in order to silence him.","I hope that justice will be served, he will be held accountable to his actions and also for public safety.",34,1,4,4,1,"interesting study",3,253,NA,NA,NA,7,7,4,7,7,7,1,7,4,7,4,1,4,1,4,5,2,1,4,-0.284169605407477,6.5,5.5,5.5,6.125,1.64982398255935,0.682827188575935,7,2.33333333333333,4.2,6.66666666666667,6.5,6.6,5.66666666666667,5.66666666666667,7,4,5,6.66666666666667,5.6875,6,3.375,4.8,4.5,1.25,3,3.86666666666667,5.33333333333333,4.5,4.85714285714286,"Liberal"
100,628,1,"R_5fl7v1mke2d4yjx",1,"669d8b26896ecc9457727c9f",4,5,3,5,7,3,7,4,9,7,7,6,5,5,4,5,7,4,2,4,1,1,4,4,4,4,6,5,5,5,4,4,3,5,4,5,5,3,5,3,4,4,5,1,1,4,4,5,4,7,4,4,4,4,4,4,7,7,7,7,2,7,5,7,4,2,7,7,2,4,4,4,6,4,6,4,5,4,50,"I believe murder should be a life sentence.","Keeping a dangerous person off the streets.",28,1,1,1,4,"n/a",1,252,NA,NA,NA,4,5,3,4,4,3,3,3,2,4,4,4,4,4,1,6,6,6,1,1.23851286921351,4.5,4,5,4.75,0.559533327418384,0.899023098315949,7,4,5.2,4,5,4.4,5,3.66666666666667,4.5,3,3,4.33333333333333,3.9375,3,4.375,5.6,5.75,6.5,5.25,4.93333333333333,3.33333333333333,2,2.57142857142857,"Moderate"
100,1474,1,"R_6XNgMOvB9EIgVI5",1,"66d0e8813c0a69291c362cba",1,7,7,7,1,1,1,7,9,1,1,7,1,1,4,4,4,3,7,7,2,1,1,7,4,1,1,1,1,1,7,1,1,4,1,7,7,1,7,1,1,1,7,1,7,1,1,7,3,1,7,7,1,1,7,7,1,1,1,1,7,7,1,7,7,1,1,1,1,7,7,7,7,7,7,7,7,7,50,"he beat him with his self so 50 years!","Diginty",24,1,4,1,4,"rhank you",3,251,NA,NA,NA,7,1,1,1,1,1,1,1,1,7,1,1,1,1,7,1,7,7,4,1.38354390895301,7,1,1,3.25,-0.629874660008123,0.376834624472442,1,1,1,2,1,1.6,1,1,2.5,1,1,3,1.5625,4.6,1.25,2.2,5.5,4,7,3.66666666666667,3.66666666666667,4.25,4,"Moderate"
100,842,1,"R_1QRGv7xwSLPV4AW",1,"582afed4ce3a0e00010b3245",4,5,3,5,6,4,7,2,9,6,5,5,4,4,4,3,7,4,4,4,5,1,4,2,4,5,6,4,5,5,6,4,3,3,4,4,4,5,6,2,4,4,5,3,4,4,4,5,1,1,7,7,1,1,7,7,7,1,1,1,7,3,1,3,1,7,3,3,6,4,4,2,2,2,2,7,2,2,30,"This man made Frankie suffer and fear for her life.  Plus he inflicted pain.  He was someone she should have been able to trust.  He is a violent person and will probably commit another violent crime again unless rehabilitated.   He caused her death.","This sentence will keep him off the streets where he could harm another person. 
Hopefully in prison he, and others, can be rehabilitated.  Rehabilitation can help some, maybe not all but it's worth a try.  

",73,2,1,3,2,"Prison rehabilitation programs, of many types, should be part of survey??",2,250,NA,NA,NA,4,5,3,6,2,4,4,2,3,4,1,1,1,1,1,1,1,2,1,-0.592159099651104,4.5,4,5,4.5,0.361298662847299,-0.115430218401903,5.5,3.66666666666667,4.4,4.66666666666667,5.5,5,4.66666666666667,3,3.5,4,3,4.33333333333333,3.75,4,1,1,2,2.25,2,1.93333333333333,2.66666666666667,3.5,3.14285714285714,"Liberal"
100,2591,1,"R_5QGY7zfXAduJEYU",1,"65cb7d52b59b7dd58392e0ba",4,5,2,5,7,3,4,5,9,4,4,5,3,2,4,5,6,5,2,6,3,2,4,4,4,2,4,4,4,3,5,5,4,4,4,2,5,3,5,4,4,5,5,5,4,4,5,4,1,4,7,7,1,1,5,7,3,4,4,4,6,2,5,5,4,3,4,3,3,6,4,5,6,4,5,5,4,7,25,"He is guilty of the charge and even though he didn't plan to murder her from the start, what he did is still wrong. I think he should serve at least half of the punishment, 25 years in jail. ","To ensure that the death woman gets justice and that Darryl doesn't go freely for murdering someone. ",28,2,2,6,5,"None",1,249,NA,NA,NA,4,6,3,4,3,6,3,3,3,4,1,1,3,1,5,2,5,5,2,-0.747647516695901,4.5,4.5,5,4.625,0.460415995132842,-0.14361576078153,4,2.66666666666667,3.2,4,3,3.6,3.66666666666667,4,4,4.5,3.33333333333333,4.66666666666667,4,4.4,1.625,3.8,4,4.25,5.5,3.63333333333333,4,3.25,3.57142857142857,"Conservative"
100,498,1,"R_3NQ2js5uxjroWsh",1,"65c0ed76e2e195876cfd9b74",1,7,1,1,5,2,7,6,9,7,7,6,2,2,4,5,7,3,4,6,4,1,6,1,6,6,7,6,5,6,2,6,5,5,5,1,4,5,3,5,3,5,3,6,6,2,7,7,3,3,5,5,5,4,5,5,5,1,3,1,7,2,1,3,1,2,5,6,1,6,1,5,3,5,3,7,1,2,50,"Darryl was responsible for domestic abuse as well as killing an individual, and he deserves the highest punishment for these crimes.","It will get Darryl off the streets and eliminate him doing the same to another person in the future.",56,1,1,4,7,"",2,248,NA,NA,NA,7,7,7,7,6,7,4,5,2,6,3,3,3,3,3,1,6,7,1,0.995350443968003,7,7,3.5,6,1.55070665027381,1.2730285471209,7,2,4,6.33333333333333,6.5,6.4,5.66666666666667,5.66666666666667,5,5.5,5,3.66666666666667,5.0625,6.4,3.375,1.8,1.75,6,2.25,3.6,3,3.75,3.42857142857143,"Conservative"
100,1109,1,"R_5PZEkZicaa6KfgF",1,"667af145fa8225b6be0e79b8",5,2,4,5,2,2,3,2,9,4,3,7,2,2,4,3,7,2,3,2,4,1,2,5,1,3,3,3,3,5,6,5,2,2,3,5,4,2,5,4,3,2,2,1,2,4,3,2,2,2,6,6,6,6,6,6,5,2,1,1,6,3,1,2,2,5,4,5,5,4,3,3,4,3,2,5,4,1,20,"I am guessing what is a comparable sentence for similar crimes. Darryl is obviously very disturbed person. Hopefully, he could receive treatment for underlying causes of his behavior. If treatments seem to be successful at essentially eliminating the risk of him hurting other people, his sentence could be reduced. If not, he would continue to have behavior problems in prison and his sentence would be extended indefinitely. He sentence is not to punish but to force him into treatment and to protect other people from him. ","See above.",62,1,1,5,4,"Good thought exercise. Would be interested in a debrief on the objectives and findings of the study.",2,247,NA,NA,NA,3,4,3,3,2,3,4,3,1,4,2,2,2,2,3,2,3,3,1,-1.38591387146066,2.5,3.5,2,2.625,-1.12546132143583,-1.25568759644825,3.5,1.66666666666667,2.4,2,3,2.4,3.66666666666667,3,2.5,3.5,3,2.33333333333333,3,2.4,3,1.8,2,3.75,2.75,2.63333333333333,2,2.5,2.28571428571429,"Moderate"
100,1271,1,"R_5IUMaaHAYaAVGnv",1,"5c6709ab926a5b0001eb29c1",6,2,3,6,1,1,4,5,9,6,5,3,3,2,4,1,7,1,2,1,2,1,1,4,3,2,4,2,2,3,6,4,3,2,5,4,6,3,5,1,4,4,7,1,4,4,2,2,1,1,7,7,2,1,7,7,4,6,4,4,4,6,4,3,1,7,1,1,6,5,1,1,7,1,7,4,3,1,45,"She did nothing to warrant any sort of aggression or anger toward her whatsoever, and he still was able to summon up that much cruelty over such a sustained attack until she was dead. That is a dangerous offender who shows grievous indifference and truly should not be walking the streets free,","Simply that it will take a dangerous person off the streets and take his freedom in the way he took her life from her.",37,2,1,4,4,"",1,246,NA,NA,NA,2,5,2,4,2,4,2,3,5,4,1,1,1,1,4,4,1,2,1,0.841280792031631,2,3.5,1,2.75,-1.02634398915029,-0.0925315985593302,5.5,3.33333333333333,4.2,2.66666666666667,3,2.8,2.33333333333333,3,3.5,3,2.33333333333333,5,3.1875,2.6,1.125,4.4,3.5,1.25,4.5,2.7,1,1.5,1.28571428571429,"Moderate"
100,650,1,"R_6jGaIVuHGSpeVSV",1,"5c2cb4149461620001c075c2",1,7,1,2,5,1,5,6,9,7,7,6,2,1,4,6,7,1,4,3,5,1,5,2,3,7,6,3,6,3,6,2,1,2,1,7,5,3,3,5,1,3,3,4,1,7,7,7,5,3,7,7,7,7,3,7,5,2,5,1,6,7,2,7,5,1,7,7,1,3,5,2,3,1,1,6,1,1,25,"I think that it is a fair punishment","Shut down the business and teach Darryl you can not take a life",66,2,1,4,6,"",3,245,NA,NA,NA,7,7,6,6,2,1,3,5,2,1,1,1,5,1,3,2,7,7,1,-0.701097983997598,7,6.5,3,5.5,1.15423732113164,0.226569668567019,7,1.66666666666667,3.8,4.66666666666667,6.5,5.4,4,1.66666666666667,1.5,2,4.33333333333333,2.33333333333333,2.75,4,3.75,2.6,5.25,7,1.5,3.93333333333333,2.66666666666667,3.25,3,"Conservative"
100,1137,1,"R_1HYQ2gbRriJmfQL",1,"668d38bc17a6f45c904036b4",3,2,1,5,2,1,5,6,9,6,7,7,4,3,4,5,7,2,2,5,4,1,2,3,4,4,4,6,7,6,5,2,3,5,2,4,4,7,6,4,3,5,5,3,4,7,5,5,6,2,7,7,5,5,5,7,6,4,4,3,5,2,1,3,1,3,3,3,4,3,7,4,1,4,1,3,1,1,25,"I feel that Darryl needs to pay for his crime and that this would be in the middle of the average given by judges.  I feel life would be too harsh but this would still be adequate punishment for the crime that he committed.","One would hope that Darryl could get the help he needs to be a productive citizen when he gets out.  ",71,2,1,4,4,"The study made you think about your beliefs when it comes to crime and punishment that would fit that crime.  I thought the statements were straightforward and easy to understand.  Thanks for the opportunity to participate in it.",2,244,NA,NA,NA,5,7,3,5,3,4,4,2,1,1,1,1,3,1,2,3,5,4,1,-0.989036485555881,3.5,5,1.5,3.875,-0.134287998580412,-0.561662242068147,6.5,2.66666666666667,4.2,3.66666666666667,4,3.8,6.33333333333333,2.66666666666667,3.5,4,4.33333333333333,4.33333333333333,4.25,3.6,3,3.2,1.75,3.75,1,2.8,2.66666666666667,3,2.85714285714286,"Moderate"
100,444,1,"R_1iFlDwfYdN6qrBG",1,"66e046b11e9e1bd327a5c240",4,3,3,6,4,1,5,5,9,4,4,5,3,3,4,4,7,4,2,3,4,1,4,4,4,5,4,5,5,5,5,5,4,4,4,3,2,4,5,2,4,4,5,2,1,7,3,4,1,2,7,7,1,1,7,7,4,4,4,4,4,4,3,4,4,3,5,5,4,2,1,1,3,3,3,5,1,1,50,"he had a history of violence, a restraining order against him, and went there and assaulted and killed her.","stop him from killing someone else, and keep others safe",55,2,1,3,1,"none",2,243,NA,NA,NA,4,5,2,4,3,5,6,3,3,1,1,1,1,1,4,4,5,4,1,0.995350443968003,3.5,3.5,2.5,3.625,-0.332522663151496,0.331413890408253,4,3,3.4,4,4.5,4.2,5,4,4,5.5,3,4.33333333333333,4.25,2.2,1.125,4,3.75,4.75,2,2.73333333333333,3,2.5,2.71428571428571,"Liberal"
100,1243,1,"R_6P0YjnYFwEZJi9P",1,"67854ba4bab6fc4b80eba268",7,2,6,7,7,2,7,5,9,7,6,7,6,6,4,6,6,1,1,1,1,1,6,1,6,6,6,5,6,2,6,2,3,6,5,7,7,5,5,5,6,5,7,5,5,5,3,5,6,6,2,5,6,6,6,5,6,6,3,6,2,3,6,7,7,6,3,6,6,6,6,6,6,6,7,2,4,5,35,"Darryl used serious and escalating violence during the attempted robbery, destroyed the victim’s phone, and caused her death through reckless actions. A 35-year sentence reflects the severity of the crime, goes slightly above typical sentences, and aims to ensure accountability, deterrence, public safety, and justice for the victim.","It should ensure accountability, deter similar crimes, protect the public, and provide justice for the victim.",49,2,1,6,3,"",1,242,NA,NA,NA,1,2,1,7,2,1,1,3,1,3,6,3,2,3,2,6,2,2,2,0.0468166376678649,1.5,1.5,4.5,3.375,-0.530757327722581,-0.241970345027358,6.5,4.33333333333333,5.2,6.33333333333333,6,6.2,4.33333333333333,2.33333333333333,5.5,1,4.33333333333333,6,4,4.2,4.75,4.6,5.75,3.25,5.5,4.66666666666667,3,1,1.85714285714286,"Liberal"
100,1217,1,"R_5u7W7Z6hsujWdtT",1,"664b8bef90cdb799d4c4c35d",5,3,3,7,4,1,6,1,9,4,3,5,3,3,4,3,7,1,3,4,4,1,3,5,4,4,4,2,3,3,3,5,2,4,2,4,5,2,6,3,3,3,6,1,1,7,1,1,1,1,7,7,1,1,7,7,4,4,5,3,4,5,1,3,5,5,4,4,4,5,3,5,5,6,6,5,2,2,35,"It is a fair sentence, considering his crime. ","Hopefully, the sentence will punish him and give him a chance to rehabilitate himself.",31,1,1,6,2,"",3,241,NA,NA,NA,3,5,1,3,5,4,3,2,3,1,1,1,1,1,4,4,3,4,1,0.132758773182644,3,3,2.5,3,-0.828109324579207,-0.347675275698282,3.5,3,3.2,3.33333333333333,4,3.6,2.66666666666667,4,3,3.5,2.33333333333333,4,3.25,1,1,4,3.5,3.75,3.75,2.56666666666667,1.66666666666667,3,2.42857142857143,"Liberal"
100,983,1,"R_6kvRh3kWqiO8kFP",1,"62d0880f5ba6d972d1bfc63c",5,1,3,7,1,1,6,1,9,5,3,6,2,2,4,2,7,1,1,1,2,1,1,5,1,5,5,5,6,6,7,5,1,1,1,7,6,1,7,1,1,1,7,1,2,4,3,2,1,1,7,7,1,1,7,7,7,1,2,2,7,1,1,1,1,7,1,1,7,6,3,3,1,3,1,7,1,1,50,"Darryl has willfully taken a life. I don't believe that we have the right to take his life, but I do believe that he has given up his right to live freely, even considering the fact that he did not go into the situation with the idea to kill Frankie. ","It doesn't help Frankie, but it is a fair punishment to Darryl and a deterrent to others in that situation. I sympathize that Darryl has lost 2 jobs due to factories closing, but it can't justify the outcome of him trying to purse snatch.",73,2,1,3,2,"I liked that you left the description of the situation up for us to go back to when deciding our thoughts.",1,240,NA,NA,NA,3,5,1,3,1,1,2,1,2,4,1,1,1,1,1,1,1,1,1,1.23851286921351,2,3,1,2.375,-1.32369598600692,-0.0425915583967019,4,2,2.8,1.66666666666667,5,3,5.66666666666667,2.33333333333333,1,1.5,1,3,2.5625,2.4,1,1.4,1,1,1,1.3,1.33333333333333,1.25,1.28571428571429,"Liberal"
100,540,1,"R_3xPPoswFXRmEbnj",1,"628f572a2d1304a34b9e1a37",4,3,5,6,5,1,4,1,9,3,3,6,2,1,4,3,7,1,4,5,5,1,2,2,2,5,3,2,1,3,3,1,1,1,1,5,5,1,5,1,1,2,2,1,1,7,1,1,1,7,7,7,1,7,7,7,5,2,2,1,5,3,1,1,1,5,3,3,3,5,1,2,2,1,1,7,1,1,20,"He was responsible for her death, even though he didn't directly commit it. The sentence reflects the severity of his behavior.","His possible rehabilitation and punishment for his crime.",77,1,1,6,3,NA,2,239,NA,NA,NA,4,3,2,6,5,3,3,3,2,1,1,1,1,1,3,3,3,5,1,-1.38591387146066,3.5,2.5,3,2.875,-0.927226656864749,-1.1565702641627,3,1.66666666666667,2.2,3.33333333333333,4,3.6,2,2.33333333333333,1,3,1.66666666666667,1.66666666666667,1.9375,1,2.5,2.2,1.5,3.5,1.25,2.03333333333333,1.66666666666667,3.75,2.85714285714286,"Liberal"
100,806,1,"R_5QAvta1WxAzqoF7",0.899999976,"5d697ea28572fc000126b779",5,2,4,6,2,1,4,1,9,6,5,4,4,4,4,4,7,1,1,2,1,1,1,4,1,1,5,1,4,1,5,4,1,1,1,7,7,1,7,1,1,1,7,4,1,7,4,4,4,1,7,7,1,1,6,6,4,3,3,3,4,4,1,4,1,4,2,2,4,7,4,7,7,1,4,5,1,1,30,"Most sentences given by judges for similar charges range from 20 to 30 years because i agree with the judge who has expertise in situation.","This sentence will hep the person to think about what harm they caused to another person.",61,2,2,4,4,"",2,238,NA,NA,NA,3,4,2,4,3,1,1,1,4,1,1,1,2,2,4,4,4,4,1,-0.592159099651104,2.5,3,1.5,2.375,-1.32369598600692,-0.957927542829011,5.5,4,4.6,2,3,2.4,2,2.66666666666667,1,1,1,3,1.875,2.8,1.625,3.4,2.5,3,3.25,2.63333333333333,2,1.25,1.57142857142857,"Moderate"
100,1055,1,"R_6rBchIGgfLuWnKe",0.899999976,"6722ddbde603128350a14863",4,5,3,6,6,2,6,1,9,6,5,5,3,1,4,6,7,6,6,3,2,1,5,5,4,6,6,4,2,1,7,2,1,5,1,7,6,2,7,4,5,3,2,6,2,6,3,5,7,5,4,1,4,4,5,7,6,1,4,3,7,2,7,7,6,5,4,6,6,7,5,5,2,2,1,3,3,2,7,"It was not a serious offence but deserve to learn a lesson","It will serve as a lesson.",20,2,2,3,5,"All was okay",2,237,NA,NA,NA,4,5,2,3,1,1,2,1,3,2,4,7,3,1,2,1,3,2,1,-2.41779507481308,4.5,3.5,4,3.875,-0.134287998580412,-1.27604153669674,5.5,2.33333333333333,3.6,4,6,4.8,2.33333333333333,1.33333333333333,3,1.5,2.33333333333333,3.33333333333333,2.3125,3.6,4.375,2.2,5.5,3.75,2,3.63333333333333,4.33333333333333,3,3.57142857142857,"Conservative"
100,1439,1,"R_54It7qYT6mVSvbv",0.100000001,"678b09ceb478d5c669bb0355",4,4,4,4,4,4,4,4,9,4,4,4,4,4,4,4,7,1,1,4,4,1,3,4,3,4,4,4,1,4,7,4,1,1,1,7,7,1,7,4,1,1,4,1,1,7,4,4,1,1,7,7,1,1,7,7,7,1,1,1,7,1,1,1,1,7,1,1,7,7,4,7,4,4,4,7,1,4,25,"Frankie died as a result of Darryl's violent and planned actions.  The beating was excessive and continued even after Frankie was already incapacitated, which shows a high level of disregard for human life.  Second-degree murder is appropriate, though, because it wasn't premeditated murder from the beginning.  A sentence of 25 years falls within the typical range for similar cases and reflects the seriousness of the crime.","The sentence serves multiple purposes:

 Retribution: It holds Darryl accountable for the harm he caused.

 Deterrence: It lets people know that there will be severe repercussions for violent crimes.

 Rehabilitation: Despite the length of the sentence, reform and introspection are possible.

 Public safety: By keeping Darryl behind bars, the community is shielded from more acts of violence.",70,2,1,6,7,"",3,236,NA,NA,NA,4,4,4,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,-0.701097983997598,4,4,4,4,-0.0351706662948695,-0.368134325146234,4,4,4,3.33333333333333,4,3.6,3,2,1,1,2,2,1.9375,2.2,1,1,1,1,3.25,1.5,2,2.5,2.28571428571429,"Conservative"
100,660,1,"R_5WCSKB0OvnWtiQp",1,"669ed03f13f57e07092e1877",2,3,2,5,5,2,7,7,9,5,5,3,3,3,4,5,5,4,4,3,4,3,1,3,5,5,5,5,5,3,5,5,3,3,3,4,5,4,4,5,4,5,4,4,3,5,5,5,5,5,5,5,4,5,5,5,5,4,4,4,5,4,3,5,4,3,4,5,3,6,5,6,5,5,5,6,5,5,50,"Taking a life is wrong whether there is emotion involved or not.  Darryl should face a lifetime in prison for taking the life of Frankie","Keep society safe by taking Darryl off the streets",73,2,1,3,3,"It was an interesting survey and shared pertinent facts how emotion can play a huge part in the end result of homicide.",3,235,NA,NA,NA,6,6,3,5,3,4,3,4,5,3,3,3,3,3,3,3,5,5,3,1.38354390895301,4.5,4.5,3.5,4.875,0.658650659703926,1.02109728432847,5,3.66666666666667,4.2,3.66666666666667,5,4.2,4.33333333333333,3.66666666666667,3,3.5,4.33333333333333,4.33333333333333,3.9375,4,3.875,3.6,4,4.75,5,4.13333333333333,4,3.5,3.71428571428571,"Liberal"
